split,source,source_rel_id,group,image_path,dest_image,num_boxes
train,github_abhay,highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0005775,github_abhay/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0005775.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-03_14-15-50_rearNear_left__0005775__449bc9012ed6.jpg,1
train,github_abhay,highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0008880,github_abhay/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0008880.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-03_14-15-50_rearNear_left__0008880__9b6dcc5c5dd2.jpg,1
train,github_abhay,highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0000555,github_abhay/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0000555.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-03_14-15-50_rearNear_left__0000555__5cc7022b61f0.jpg,1
train,github_abhay,highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0006225,github_abhay/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0006225.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-03_14-15-50_rearNear_left__0006225__aba17de00bd9.jpg,2
train,github_abhay,highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0000240,github_abhay/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-03_14-15-50_rearNear_left/0000240.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-03_14-15-50_rearNear_left__0000240__ecb719c18e9b.jpg,3
train,roboflow_indian_traffic_sign_yolo26,train/67134_jpg.rf.LVTyHqD9WQ7DITYqo1OM,roboflow_indian_traffic_sign_yolo26/train/67134_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/67134_jpg.rf.LVTyHqD9WQ7DITYqo1OM.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__67134_jpg.rf.LVTyHqD9WQ7DITYqo1OM__60bbf8d74d2c.jpg,1
train,github_abhay,highquality_16k/BLR-2018-06-29-10-07-38_part_24/0000150,github_abhay/highquality_16k/BLR-2018-06-29-10-07-38_part_24,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-29-10-07-38_part_24/0000150.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-29-10-07-38_part_24__0000150__b9361e0d04eb.jpg,1
train,github_abhay,highquality_16k/BLR-2018-06-29-10-07-38_part_24/0001500,github_abhay/highquality_16k/BLR-2018-06-29-10-07-38_part_24,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-29-10-07-38_part_24/0001500.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-29-10-07-38_part_24__0001500__33223f18b0c9.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/45024_jpg.rf.60zQwmCOSn3u9zvgvZzx,roboflow_indian_traffic_sign_yolo26/train/45024_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/45024_jpg.rf.60zQwmCOSn3u9zvgvZzx.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__45024_jpg.rf.60zQwmCOSn3u9zvgvZzx__5b391306d245.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/05023_jpg.rf.cQVYumzOZcPQYdZ0N4Zv,roboflow_indian_traffic_sign_yolo26/train/05023_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/05023_jpg.rf.cQVYumzOZcPQYdZ0N4Zv.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__05023_jpg.rf.cQVYumzOZcPQYdZ0N4Zv__447cc328cca4.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/63017_jpg.rf.qWUAh25hKo29PoW0ixko,roboflow_indian_traffic_sign_yolo26/train/63017_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/63017_jpg.rf.qWUAh25hKo29PoW0ixko.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__63017_jpg.rf.qWUAh25hKo29PoW0ixko__cbf288bbb526.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/26052_jpg.rf.2WPnfBEK9p0oMtknFltF,roboflow_indian_traffic_sign_yolo26/train/26052_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/26052_jpg.rf.2WPnfBEK9p0oMtknFltF.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__26052_jpg.rf.2WPnfBEK9p0oMtknFltF__e6908564c1df.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/61035_jpg.rf.Nxgt4eWeUVXWriRYN7z5,roboflow_indian_traffic_sign_yolo26/train/61035_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/61035_jpg.rf.Nxgt4eWeUVXWriRYN7z5.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__61035_jpg.rf.Nxgt4eWeUVXWriRYN7z5__28d428e19299.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/34006_jpg.rf.pElafRiX9EdgduTYYCqO,roboflow_indian_traffic_sign_yolo26/train/34006_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/34006_jpg.rf.pElafRiX9EdgduTYYCqO.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__34006_jpg.rf.pElafRiX9EdgduTYYCqO__4c3b44270477.jpg,1
train,roboflow_traffic_sign_yolo26,train/279_png.rf.pYVpSCTwLQKjZlnvprjb,roboflow_traffic_sign_yolo26/train/279_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/279_png.rf.pYVpSCTwLQKjZlnvprjb.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__279_png.rf.pYVpSCTwLQKjZlnvprjb__7ba3d34f31dd.png,2
train,github_abhay,highquality_16k/HYD-2018-06-11_13-44-41/0003894,github_abhay/highquality_16k/HYD-2018-06-11_13-44-41,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/HYD-2018-06-11_13-44-41/0003894.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__HYD-2018-06-11_13-44-41__0003894__7bfd93f137be.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/18056_jpg.rf.JK7RQxW6g9RJH8qAwgZd,roboflow_indian_traffic_sign_yolo26/train/18056_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/18056_jpg.rf.JK7RQxW6g9RJH8qAwgZd.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__18056_jpg.rf.JK7RQxW6g9RJH8qAwgZd__01a8a3ef49be.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/68209_jpg.rf.nVdt8s3PZNkjfSZPxsSf,roboflow_indian_traffic_sign_yolo26/train/68209_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/68209_jpg.rf.nVdt8s3PZNkjfSZPxsSf.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__68209_jpg.rf.nVdt8s3PZNkjfSZPxsSf__8b25d875d84a.jpg,1
train,roboflow_traffic_sign_yolo26,train/382_png.rf.hUsLOv1dIXBNuo5hwLbi,roboflow_traffic_sign_yolo26/train/382_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/382_png.rf.hUsLOv1dIXBNuo5hwLbi.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__382_png.rf.hUsLOv1dIXBNuo5hwLbi__1bcdb2c676f2.png,1
train,roboflow_indian_traffic_sign_yolo26,train/29016_jpg.rf.FqHpSLY6V0V0PkuJ4VwL,roboflow_indian_traffic_sign_yolo26/train/29016_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/29016_jpg.rf.FqHpSLY6V0V0PkuJ4VwL.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__29016_jpg.rf.FqHpSLY6V0V0PkuJ4VwL__0d818482e7fe.jpg,1
train,github_abhay,highquality_16k/BLR-2018-06-22-05-05-26_part_41/0001789,github_abhay/highquality_16k/BLR-2018-06-22-05-05-26_part_41,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-22-05-05-26_part_41/0001789.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-22-05-05-26_part_41__0001789__ac7c7ab6ea73.jpg,2
train,roboflow_traffic_sign_yolo26,train/423_png.rf.HomvaiDJq1tyEK3S8VU8,roboflow_traffic_sign_yolo26/train/423_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/423_png.rf.HomvaiDJq1tyEK3S8VU8.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__423_png.rf.HomvaiDJq1tyEK3S8VU8__4398227a7e03.png,1
train,roboflow_traffic_sign_yolo26,train/327_png.rf.sJa8wMCNPG3mBAlDcDlE,roboflow_traffic_sign_yolo26/train/327_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/327_png.rf.sJa8wMCNPG3mBAlDcDlE.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__327_png.rf.sJa8wMCNPG3mBAlDcDlE__9e5de0cc42e4.png,1
train,roboflow_traffic_sign_yolo26,train/335_png.rf.cJto5SjviflHZTz3pGAK,roboflow_traffic_sign_yolo26/train/335_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/335_png.rf.cJto5SjviflHZTz3pGAK.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__335_png.rf.cJto5SjviflHZTz3pGAK__1a6ebe815a63.png,1
train,roboflow_indian_traffic_sign_yolo26,train/42065_jpg.rf.oeT1HVpYT5pwijEQmduh,roboflow_indian_traffic_sign_yolo26/train/42065_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/42065_jpg.rf.oeT1HVpYT5pwijEQmduh.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__42065_jpg.rf.oeT1HVpYT5pwijEQmduh__5aeb7db3d5ca.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/42080_jpg.rf.qGZ5IJKbKSLBL7jlFYRv,roboflow_indian_traffic_sign_yolo26/train/42080_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/42080_jpg.rf.qGZ5IJKbKSLBL7jlFYRv.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__42080_jpg.rf.qGZ5IJKbKSLBL7jlFYRv__6bb6d46d0e50.jpg,1
train,github_abhay,highquality_16k/BLR-2018-05-29_11-19-12/2018-05-29_11-23-14-875559_leftImg8bit,github_abhay/highquality_16k/BLR-2018-05-29_11-19-12,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-05-29_11-19-12/2018-05-29_11-23-14-875559_leftImg8bit.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-05-29_11-19-12__2018-05-29_11-23-14-875559_leftImg8bit__05e825406382.jpg,1
train,github_abhay,rearNear/BLR-2018-06-05_08-28-17_rearNear/0003525,github_abhay/rearNear/BLR-2018-06-05_08-28-17_rearNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/rearNear/BLR-2018-06-05_08-28-17_rearNear/0003525.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__rearNear__BLR-2018-06-05_08-28-17_rearNear__0003525__c6a76cdd4462.jpg,2
train,github_abhay,rearNear/BLR-2018-06-05_08-28-17_rearNear/000370_r,github_abhay/rearNear/BLR-2018-06-05_08-28-17_rearNear,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/rearNear/BLR-2018-06-05_08-28-17_rearNear/000370_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__rearNear__BLR-2018-06-05_08-28-17_rearNear__000370_r__d18b5134faa3.jpg,1
train,github_abhay,highquality_16k/BLR-2018-06-29-10-07-38_part_17/0000330,github_abhay/highquality_16k/BLR-2018-06-29-10-07-38_part_17,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/highquality_16k/BLR-2018-06-29-10-07-38_part_17/0000330.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__highquality_16k__BLR-2018-06-29-10-07-38_part_17__0000330__64b93be29c8d.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0007200,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0007200.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0007200__480e7f1bc7d6.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0004620,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0004620.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0004620__ecc2c2f8883e.jpg,3
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0007320,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0007320.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0007320__86c936ff04b0.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0006780,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0006780.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0006780__5041fa5004d8.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/000834_r,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/000834_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__000834_r__ed100161f192.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/000672_r,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/000672_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__000672_r__6abc22ccf650.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0003720,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0003720.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0003720__a46b310842fa.jpg,2
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/0006720,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/0006720.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__0006720__0ab65511fecb.jpg,1
train,github_abhay,sideRight/BLR-2018-05-23_12-45-57_sideRight/000186_r,github_abhay/sideRight/BLR-2018-05-23_12-45-57_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-05-23_12-45-57_sideRight/000186_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-05-23_12-45-57_sideRight__000186_r__4f25ccf2baa6.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/44069_jpg.rf.PcxALWM5wwNc5WutIPZc,roboflow_indian_traffic_sign_yolo26/train/44069_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/44069_jpg.rf.PcxALWM5wwNc5WutIPZc.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__44069_jpg.rf.PcxALWM5wwNc5WutIPZc__2449accd05e1.jpg,1
train,roboflow_traffic_sign_yolo26,train/162_png.rf.r4V1SXtOdfWZJn5nVmua,roboflow_traffic_sign_yolo26/train/162_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/162_png.rf.r4V1SXtOdfWZJn5nVmua.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__162_png.rf.r4V1SXtOdfWZJn5nVmua__2a110160d075.png,2
train,roboflow_traffic_sign_yolo26,train/162_png.rf.mgsJVoNMIgz2ruD4a828,roboflow_traffic_sign_yolo26/train/162_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/162_png.rf.mgsJVoNMIgz2ruD4a828.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__162_png.rf.mgsJVoNMIgz2ruD4a828__dafc9b98b2ea.png,1
train,roboflow_traffic_sign_yolo26,train/256_png.rf.cJydEynakJWKD1fXhX0k,roboflow_traffic_sign_yolo26/train/256_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/256_png.rf.cJydEynakJWKD1fXhX0k.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__256_png.rf.cJydEynakJWKD1fXhX0k__5476035ec823.png,1
train,roboflow_indian_traffic_sign_yolo26,train/67015_jpg.rf.7MF4HFIkGh0b0VBUEYuq,roboflow_indian_traffic_sign_yolo26/train/67015_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/67015_jpg.rf.7MF4HFIkGh0b0VBUEYuq.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__67015_jpg.rf.7MF4HFIkGh0b0VBUEYuq__aac3953f7b41.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/65016_jpg.rf.anUecKlXX6pTOjxXMOsg,roboflow_indian_traffic_sign_yolo26/train/65016_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/65016_jpg.rf.anUecKlXX6pTOjxXMOsg.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__65016_jpg.rf.anUecKlXX6pTOjxXMOsg__2ffbc43f12c3.jpg,1
train,roboflow_indian_traffic_sign_yolo26,train/31029_jpg.rf.M0JGvEI1JMbZRAWOZ3A9,roboflow_indian_traffic_sign_yolo26/train/31029_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/31029_jpg.rf.M0JGvEI1JMbZRAWOZ3A9.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__31029_jpg.rf.M0JGvEI1JMbZRAWOZ3A9__78f85e09fdb7.jpg,1
train,github_abhay,sideRight/BLR-2018-04-19_17-36-55_sideRight/000708_r,github_abhay/sideRight/BLR-2018-04-19_17-36-55_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-04-19_17-36-55_sideRight/000708_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-04-19_17-36-55_sideRight__000708_r__c3720871db19.jpg,1
train,github_abhay,sideRight/BLR-2018-04-19_17-36-55_sideRight/000354_r,github_abhay/sideRight/BLR-2018-04-19_17-36-55_sideRight,/home/nnmax/Desktop/forge-alpha/signboard-yolo/raw_github/JPEGImages/sideRight/BLR-2018-04-19_17-36-55_sideRight/000354_r.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/github_abhay__sideRight__BLR-2018-04-19_17-36-55_sideRight__000354_r__d5746e330456.jpg,1
train,roboflow_traffic_sign_yolo26,train/436_png.rf.qxs3p8ESPUv4cKxvUHeT,roboflow_traffic_sign_yolo26/train/436_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/436_png.rf.qxs3p8ESPUv4cKxvUHeT.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__436_png.rf.qxs3p8ESPUv4cKxvUHeT__f14255a6674d.png,1
train,roboflow_indian_traffic_sign_yolo26,train/58000_jpg.rf.lnOocaRUMndV1ZMToO5D,roboflow_indian_traffic_sign_yolo26/train/58000_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/58000_jpg.rf.lnOocaRUMndV1ZMToO5D.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__58000_jpg.rf.lnOocaRUMndV1ZMToO5D__7e05a953db90.jpg,1
train,roboflow_traffic_sign_yolo26,train/155_png.rf.E3VJGc96D4tS3lRPcdxs,roboflow_traffic_sign_yolo26/train/155_png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_traffic_sign_yolo26/train/images/155_png.rf.E3VJGc96D4tS3lRPcdxs.png,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_traffic_sign_yolo26__train__155_png.rf.E3VJGc96D4tS3lRPcdxs__bd16ef88fbd2.png,1
train,roboflow_indian_traffic_sign_yolo26,train/60008_jpg.rf.59skXwqDG9zdjWpLFzC7,roboflow_indian_traffic_sign_yolo26/train/60008_jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/raw/roboflow_indian_traffic_sign_yolo26/train/images/60008_jpg.rf.59skXwqDG9zdjWpLFzC7.jpg,/home/nnmax/Desktop/forge-alpha/signboard-yolo/data/curated/signboard_yolo26_lite/images/train/roboflow_indian_traffic_sign_yolo26__train__60008_jpg.rf.59skXwqDG9zdjWpLFzC7__9e0e6c55037d.jpg,1
